"PARTICIPANT_NAME","TRADE_NAME","RANGE","CERTIFICAT","MODEL_TYPE","SOFTWARE_NAME","SOFTWARE_VERSION","FACTORY_COUNTRY","FACTORY_CITY","MODEL_NAME","SeasonalCooling | Pdesignc","SeasonalCooling | SEER","SeasonalCooling | Effsc","Seasonal Efficiency in Cooling | Pdesignc","Seasonal Efficiency in Cooling | SEER","Seasonal Efficiency in Cooling | Qce","Seasonal Efficiency in Cooling | SEER Class","Heating Average Climate | Pdesignh","Heating Average Climate | SCOP","Heating Average Climate | SCOP Class","Heating Average Climate | Qhe","SeasonalHeating | Pdesignh","SeasonalHeating | SCOP","SeasonalHeating | Effsh","Acoustic | LwO env","Acoustic | LwI1 env","Acoustic | LwI1 duct","Acoustic | LwI2 env","Acoustic | LwO duct","Acoustic | LwI2 duct","Acoustic in heating | LwO env in heating","Acoustic in heating | LwI1 env in heating","Acoustic in heating | LwI2 env in heating","Acoustic in heating | LwO duct in heating","Acoustic in heating | LwI1 duct in heating","Acoustic in heating | LwI duct2 in heating","Standard Cooling/Cooling PL Cond A | Pc","Standard Cooling/Cooling PL Cond A | Pec","Standard Cooling/Cooling PL Cond A | EER","Standard Cooling/Cooling PL Cond A | Ph","Standard Cooling/Cooling PL Cond A | COP","Standard Cooling/Cooling PL Cond A | EER Class","Standard Cooling/Cooling PL Cond A | Peh","Standard Cooling/Cooling PL Cond A | COP Class","Standard Cooling/Cooling PL Cond A | EER Class","Cooling PL CondB | Pc @ 30°C ","Cooling PL CondB | PcB","Cooling PL CondB | EER @ 30°C ","Cooling PL CondB | EERB","Cooling PL CondC | Pc @ 25°C","Cooling PL CondC | PcC","Cooling PL CondC | EER @ 25°C","Cooling PL CondC | EERC","Cooling PL CondD | Pc @ 20°C ","Cooling PL CondD | PcD","Cooling PL CondD | EER @ 20°C ","Cooling PL CondD | EERD","Standard Heating | Ph","Standard Heating | Ph","Standard Heating | Peh","Standard Heating | Peh","Standard Heating | COP","Standard Heating | COP","Heating PL CondA | Ph @ -7°C","Heating PL CondA | PhA","Heating PL CondA | COP @ -7°C","Heating PL CondA | COPA","Heating PL CondB | Ph @ +2°C","Heating PL CondB | PhB","Heating PL CondB | COP @ 2°C","Heating PL CondB | COPB","Heating PL CondC | Ph @ +7°C","Heating PL CondC | PhC","Heating PL CondC | COP @ +7°C","Heating PL CondC | COPC","Heating PL CondD | Ph @ +12°C","Heating PL CondD | PhD","Heating PL CondD | COP @ +12°C","Heating PL CondD | COPD","Bivalent Point | Tbiv","Bivalent Point | COP @ Tbiv","Bivalent Point | Ph TBiv","TOL Runing Test | TOL","TOL Runing Test | Ph_E","TOL Runing Test | COP_E","Heating Colder Climate | SCOP","Heating Colder Climate | SCOP Class_colder climate","Heating Colder Climate | SCOP Class_colder climate","Heating Colder Climate | Qhe","Bivalent Point Colder Climate | Tbiv_c","Bivalent Point Colder Climate | Ph @ Tbiv°C_c","Bivalent Point Colder Climate | COP @ Tbiv_c ","Heating Warmer Climate | SCOP","Heating Warmer Climate | SCOP Class_warmer climate","Heating Warmer Climate | Qhe","Poffc | Poff","Psbc | Psb","Psbc | Psbc","Ptoc | Pto","Pck | Pck","Poffh | Poffh","Psbh | Psbh","Psbh | Psbh","Ptoh | Ptoh","Pckh | Pckh","Cooling | EER @ 30°C ","Cooling | Pc @ 30°C ","Cooling | EER @ 25°C","Cooling | Pc @ 25°C","Cooling | EER @ 20°C ","Cooling | Pc @ 20°C ","Cooling | Pdesignc","Cooling | SEER","Cooling | Qce","PLH Heating Average Climate | COP @ -7°C","PLH Heating Average Climate | Ph @ -7°C","PLH Heating Average Climate | COP @ 2°C","PLH Heating Average Climate | Ph @ +2°C","PLH Heating Average Climate | COP @ +7°C","PLH Heating Average Climate | Ph @ +7°C","PLH Heating Average Climate | COP @ +12°C","PLH Heating Average Climate | Ph @ +12°C","PLH Heating Average Climate | Pdesignh","PLH Heating Average Climate | Qhe","PLH Heating Average Climate | SCOP","Psb, Pto and Poff | Poff","Psb, Pto and Poff | Psb","Psb, Pto and Poff | Pto","LRcontmin Cooling | LRcontminc","LRcontmin Cooling | CcpLRcontminc","LRcontmin Heating | LRcontminh","LRcontmin Heating | CcpLRcontminh","General | Inverter","General | Capacity Control","General | Main Power Supply","General | Refrigerant","General | Refr. Line","General | Mounting","General | No. of IU","General | IU Range Names","General | Initial Refrigerant Charge","Eligible_CEE | Eligible_CEE"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUD1 U30 / UM36FH N30","","","","9.50","6.40","520.00","A++","9.50","4.20","A+","3167.00","","","","66","","65","","","","","","","","","","9.50","2.26","4.20","","","","","","","7.00","","5.50","","4.50","","8.34","","3.70","","10.96","","","10.80","","2.57","","4.20","8.40","","3.16","","5.12","","4.18","","3.29","","4.98","","3.10","","5.99","","-7","3.16","8.40","-10.00","9.30","2.78","","","","","","","","","","","15.00","15.00","","130.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Ducted","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUD1 U30 / US36F NR0","","","","9.50","6.10","545.00","A++","8.70","3.85","A","3164.00","","","","66","65","","","","","","","","","","","9.50","2.57","3.70","","","","","","","7.00","","5.25","","4.50","","7.35","","3.20","","9.76","","","10.80","","2.77","","3.90","7.70","","2.85","","4.69","","3.92","","3.01","","4.39","","2.80","","5.23","","-7","2.85","7.70","-10.00","8.50","2.50","","","","","","","","","","","15.00","15.00","","35.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Wall Mounted","","","","false"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUD1 U30 / UT36F NA0","","","","9.50","7.00","475.00","A++","9.50","4.30","A+","3093.00","","","","66","61","","","","","","","","","","","9.50","2.26","4.20","","","","","","","7.00","","5.80","","4.50","","9.26","","4.00","","11.07","","","10.80","","2.43","","4.45","8.40","","3.10","","5.12","","4.20","","3.29","","5.40","","3.10","","6.05","","-7","3.10","8.40","-10.00","9.30","2.60","","","","","","","","","","","15.00","15.00","","40.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Cassette","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUD1 U30 / UT36FH NA0","","","","9.50","7.60","437.00","A++","9.50","4.50","A+","2956.00","","","","66","59","","","","","","","","","","","9.50","2.15","4.42","","","","","","","7.00","","6.22","","4.50","","10.10","","4.00","","12.83","","","10.80","","2.40","","4.50","8.40","","3.32","","5.12","","4.44","","3.29","","5.37","","3.30","","6.59","","-7","3.32","8.40","-10.00","9.40","2.85","","","","","","","","","","","15.00","15.00","","40.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Cassette","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUD1 U30 / UV36F N20","","","","9.50","6.30","528.00","A++","9.50","4.10","A+","3244.00","","","","66","62","","","","","","","","","","","9.50","2.65","3.59","","","","","","","7.00","","5.40","","4.50","","7.65","","3.80","","11.00","","","10.80","","2.60","","4.15","8.40","","2.90","","5.12","","4.10","","3.29","","4.94","","3.30","","5.93","","-7","2.90","8.40","-10.00","9.30","2.50","","","","","","","","","","","15.00","15.00","","40.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Ceiling Suspended","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUD1 U30 / UV36FH N20","","","","9.50","6.70","496.00","A++","9.50","4.30","A+","3093.00","","","","66","62","","","","","","","","","","","9.50","2.50","3.80","","","","","","","7.00","","5.65","","4.50","","8.20","","3.80","","12.01","","","10.80","","2.54","","4.25","8.40","","2.98","","5.12","","4.28","","3.29","","5.25","","3.30","","6.50","","-7","2.98","8.40","-10.00","9.30","2.50","","","","","","","","","","","15.00","15.00","","40.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Ceiling Suspended","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUD3 U30 / UM36F N20","","","","9.50","5.80","573.00","A+","9.50","3.90","A","3410.00","","","","66","","60","","","","","","","","","","9.50","2.50","3.80","","","","","","","7.00","","5.30","","4.50","","6.99","","3.80","","9.82","","","10.80","","2.77","","3.90","8.40","","2.78","","5.12","","3.92","","3.29","","4.68","","3.15","","5.63","","-7","2.78","8.40","-10.00","9.30","2.51","","","","","","","","","","","15.00","15.00","","120.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","400-3-50","R32","5m","Ducted","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUD3 U30 / UM36FH N30","","","","9.50","6.40","520.00","A++","9.50","4.20","A+","3167.00","","","","66","","65","","","","","","","","","","9.50","2.26","4.20","","","","","","","7.00","","5.50","","4.50","","8.34","","3.70","","10.96","","","10.80","","2.57","","4.20","8.40","","3.16","","5.12","","4.18","","3.29","","4.98","","3.10","","5.99","","-7","3.16","8.40","-10.00","9.30","2.78","","","","","","","","","","","15.00","15.00","","130.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","400-3-50","R32","5m","Ducted","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUD3 U30 / US36F NR0","","","","9.50","6.10","545.00","A++","8.70","3.85","A","3164.00","","","","66","65","","","","","","","","","","","9.50","2.57","3.70","","","","","","","7.00","","5.25","","4.50","","7.35","","3.20","","9.76","","","10.80","","2.77","","3.90","7.70","","2.85","","4.69","","3.92","","3.01","","4.39","","2.80","","5.23","","-7","2.85","7.70","-10.00","8.50","2.50","","","","","","","","","","","15.00","15.00","","35.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","400-3-50","R32","5m","Wall Mounted","","","","false"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUD3 U30 / UT36F NA0","","","","9.50","7.00","475.00","A++","9.50","4.30","A+","3093.00","","","","66","61","","","","","","","","","","","9.50","2.26","4.20","","","","","","","7.00","","5.80","","4.50","","9.26","","4.00","","11.07","","","10.80","","2.43","","4.45","8.40","","3.10","","5.12","","4.20","","3.29","","5.40","","3.10","","6.05","","-7","3.10","8.40","-10.00","9.30","2.60","","","","","","","","","","","15.00","15.00","","40.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","400-3-50","R32","5m","Cassette","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUD3 U30 / UT36FH NA0","","","","9.50","7.60","437.00","A++","9.50","4.50","A+","2956.00","","","","66","59","","","","","","","","","","","9.50","2.15","4.42","","","","","","","7.00","","6.22","","4.50","","10.10","","4.00","","12.83","","","10.80","","2.40","","4.50","8.40","","3.32","","5.12","","4.44","","3.29","","5.37","","3.30","","6.59","","-7","3.32","8.40","-10.00","9.40","2.85","","","","","","","","","","","15.00","15.00","","40.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","400-3-50","R32","5m","Cassette","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUD3 U30 / UV36F N20","","","","9.50","6.30","528.00","A++","9.50","4.10","A+","3244.00","","","","66","62","","","","","","","","","","","9.50","2.65","3.59","","","","","","","7.00","","5.40","","4.50","","7.65","","3.80","","11.00","","","10.80","","2.60","","4.15","8.40","","2.90","","5.12","","4.10","","3.29","","4.94","","3.30","","5.93","","-7","2.90","8.40","-10.00","9.30","2.50","","","","","","","","","","","15.00","15.00","","40.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","400-3-50","R32","5m","Ceiling Suspended","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUD3 U30 / UV36FH N20","","","","9.50","6.70","496.00","A++","9.50","4.30","A+","3093.00","","","","66","62","","","","","","","","","","","9.50","2.50","3.80","","","","","","","7.00","","5.65","","4.50","","8.20","","3.80","","12.01","","","10.80","","2.54","","4.25","8.40","","2.98","","5.12","","4.28","","3.29","","5.25","","3.30","","6.50","","-7","2.98","8.40","-10.00","9.30","2.50","","","","","","","","","","","15.00","15.00","","40.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","400-3-50","R32","5m","Ceiling Suspended","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUD1 U30 / UM42F N20","","","","12.00","5.60","750.00","A+","9.50","3.90","A","3410.00","","","","69","","62","","","","","","","","","","12.00","3.48","3.45","","","","","","","8.84","","4.90","","5.68","","6.62","","3.90","","9.75","","","13.50","","3.74","","3.61","8.40","","2.93","","5.12","","3.91","","3.29","","4.59","","3.20","","5.59","","-7","2.93","8.40","-10.00","9.30","2.50","","","","","","","","","","","15.00","15.00","","160.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Ducted","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUD1 U30 / UM42FH N30","","","","12.00","6.20","677.00","A++","9.50","4.10","A+","3244.00","","","","69","","65","","","","","","","","","","12.00","3.38","3.55","","","","","","","8.84","","5.20","","5.68","","7.67","","3.60","","10.81","","","13.50","","3.51","","3.85","8.40","","3.05","","5.12","","4.12","","3.29","","4.81","","3.10","","5.82","","-7","3.05","8.40","-10.00","9.30","2.70","","","","","","","","","","","15.00","15.00","","130.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Ducted","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUD3 U30 / UM42F N20","","","","12.00","5.60","750.00","A+","9.50","3.90","A","3410.00","","","","69","","62","","","","","","","","","","12.00","3.48","3.45","","","","","","","8.84","","4.90","","5.68","","6.62","","3.90","","9.75","","","13.50","","3.74","","3.61","8.40","","2.93","","5.12","","3.91","","3.29","","4.59","","3.20","","5.59","","-7","2.93","8.40","-10.00","9.30","2.50","","","","","","","","","","","15.00","15.00","","160.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","400-3-50","R32","5m","Ducted","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUD3 U30 / UM42FH N30","","","","12.00","6.20","677.00","A++","9.50","4.10","A+","3244.00","","","","69","","65","","","","","","","","","","12.00","3.38","3.55","","","","","","","8.84","","5.20","","5.68","","7.67","","3.60","","10.81","","","13.50","","3.51","","3.85","8.40","","3.05","","5.12","","4.12","","3.29","","4.81","","3.10","","5.82","","-7","3.05","8.40","-10.00","9.30","2.70","","","","","","","","","","","15.00","15.00","","130.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","400-3-50","R32","5m","Ducted","","","","true"
"SAMSUNG Electronics Co.  Ltd","SAMSUNG","INVERTER","99.01.071","AC1/A/S/R","","","","","AR09TXCAAWKN/AR09TXCAAWKX","","","","2.50","8.80","99.43","A+++","2.30","5.10","A+++","631.37","","","","59","56","","","","","","","","","","","2.50","0.54","4.63","","","","","","","1.70","","8.00","","1.20","","11.80","","1.10","","16.70","","","3.20","","0.68","","4.74","2.10","","3.80","","1.30","","5.20","","0.90","","6.10","","0.90","","7.30","","-10","3.10","2.30","-11.00","2.30","3.10","","","","","","","","5.50","A+++","330.91","3.00","3.00","","30.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R32","5","WALL","","","",""
"SAMSUNG Electronics Co.  Ltd","SAMSUNG","INVERTER","99.01.071","AC1/A/S/R","","","","","AR09TXEAAWKN/AR09TXEAAWKX","","","","2.50","7.90","110.76","A++","2.20","4.60","A++","669.57","","","","62","57","","","","","","","","","","","2.50","0.57","4.39","","","","","","","1.70","","7.10","","1.20","","11.10","","1.10","","12.50","","","3.20","","0.76","","4.21","2.00","","3.10","","1.20","","4.70","","0.80","","5.60","","0.90","","7.00","","-10","2.70","2.20","-11.00","2.10","2.60","","","","","","","","5.20","A+++","323.08","3.00","3.00","","30.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R32","5","WALL","","","",""
"SAMSUNG Electronics Co.  Ltd","SAMSUNG","INVERTER","99.01.071","AC1/A/S/R","","","","","AR09TXFCAWKN/AR09TXFCAWKX","","","","2.50","6.70","130.60","A++","2.10","4.00","A+","735.00","","","","63","54","","","","","","","","","","","2.50","0.70","3.57","","","","","","","1.80","","5.70","","1.20","","8.60","","1.00","","12.20","","","3.20","","0.84","","3.81","1.90","","2.80","","1.10","","4.10","","1.00","","5.30","","1.10","","6.40","","-10","2.40","2.10","-11.00","2.10","2.40","","","","","","","","4.60","A++","334.78","3.00","3.00","","30.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R32","5","WALL","","","",""
"SAMSUNG Electronics Co.  Ltd","SAMSUNG","INVERTER","99.01.071","AC1/A/S/R","","","","","AR09TXFYAWKN/AR09TXFYAWKX","","","","2.50","6.70","130.60","A++","2.10","4.00","A+","735.00","","","","63","54","","","","","","","","","","","2.50","0.70","3.57","","","","","","","1.80","","5.80","","1.20","","8.70","","1.10","","12.00","","","3.20","","0.84","","3.81","1.90","","2.90","","1.10","","4.10","","1.00","","5.30","","1.20","","6.70","","-10","2.40","2.10","-11.00","2.10","2.40","","","","","","","","4.60","A++","334.78","3.00","3.00","","30.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R32","5","WALL","","","",""
"SAMSUNG Electronics Co.  Ltd","SAMSUNG","INVERTER","99.01.071","AC1/A/S/R","","","","","AR09TXHZAWKN/AR09TXHZAWKX","","","","2.50","6.70","130.60","A++","2.10","4.00","A+","735.00","","","","63","54","","","","","","","","","","","2.50","0.70","3.57","","","","","","","1.80","","5.80","","1.20","","8.70","","1.10","","12.00","","","3.20","","0.84","","3.81","1.90","","2.90","","1.10","","4.10","","1.00","","5.30","","1.20","","6.70","","-10","2.40","2.10","-11.00","2.10","2.40","","","","","","","","4.60","A++","334.78","1.00","1.00","","30.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R32","5","WALL","","","",""
"SAMSUNG Electronics Co.  Ltd","SAMSUNG","INVERTER","99.01.071","AC1/A/S/R","","","","","AR12TXCAAWKN/AR12TXCAAWKX","","","","3.50","8.50","144.12","A+++","2.40","5.10","A+++","658.82","","","","62","58","","","","","","","","","","","3.50","0.89","3.95","","","","","","","2.50","","7.40","","1.60","","10.90","","1.20","","15.30","","","4.00","","0.94","","4.26","2.10","","3.70","","1.30","","5.20","","0.90","","6.00","","1.00","","7.80","","-10","3.20","2.40","-11.00","2.40","3.10","","","","","","","","5.70","A+++","319.30","3.00","3.00","","30.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R32","5","WALL","","","",""
"SAMSUNG Electronics Co.  Ltd","SAMSUNG","INVERTER","99.01.071","AC1/A/S/R","","","","","AR12TXEAAWKN/AR12TXEAAWKX","","","","3.50","7.30","167.81","A++","2.40","4.60","A++","730.43","","","","62","57","","","","","","","","","","","3.50","0.93","3.76","","","","","","","2.40","","5.70","","1.50","","9.60","","1.10","","12.70","","","4.00","","1.07","","3.74","2.10","","3.10","","1.30","","4.70","","0.90","","5.70","","0.90","","7.00","","-10","2.60","2.40","-11.00","2.40","2.60","","","","","","","","5.30","A+++","343.40","3.00","3.00","","30.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R32","5","WALL","","","",""
"SAMSUNG Electronics Co.  Ltd","SAMSUNG","INVERTER","99.01.071","AC1/A/S/R","","","","","AR12TXFCAWKN/AR12TXFCAWKX","","","","3.50","6.50","188.46","A++","2.20","4.00","A+","770.00","","","","64","56","","","","","","","","","","","3.50","1.22","2.87","","","","","","","2.40","","5.00","","1.50","","8.30","","1.10","","13.00","","","3.50","","0.94","","3.72","1.90","","2.80","","1.20","","4.00","","1.00","","5.40","","1.20","","6.30","","-10","2.20","2.20","-11.00","2.20","2.20","","","","","","","","4.70","A++","357.45","3.00","3.00","","30.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R32","5","WALL","","","",""
"SAMSUNG Electronics Co.  Ltd","SAMSUNG","INVERTER","99.01.071","AC1/A/S/R","","","","","AR12TXFYAWKN/AR12TXFYAWKX","","","","3.50","6.50","188.46","A++","2.20","4.00","A+","770.00","","","","64","56","","","","","","","","","","","3.50","1.22","2.87","","","","","","","2.40","","4.90","","1.50","","8.60","","0.90","","12.70","","","3.50","","0.94","","3.72","1.90","","2.90","","1.20","","4.00","","1.00","","5.40","","1.20","","6.70","","-10","2.20","2.20","-11.00","2.20","2.20","","","","","","","","4.70","A++","357.45","3.00","3.00","","30.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R32","5","WALL","","","",""
"SAMSUNG Electronics Co.  Ltd","SAMSUNG","INVERTER","99.01.071","AC1/A/S/R","","","","","AR12TXHZAWKN/AR12TXHZAWKX","","","","3.50","6.50","188.46","A++","2.20","4.00","A+","770.00","","","","64","56","","","","","","","","","","","3.50","1.22","2.87","","","","","","","2.40","","4.90","","1.50","","8.60","","0.90","","12.70","","","3.50","","0.94","","3.72","1.90","","2.90","","1.20","","4.00","","1.00","","5.40","","1.20","","6.70","","-10","2.20","2.20","-11.00","2.20","2.20","","","","","","","","4.70","A++","357.45","1.00","1.00","","30.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R32","5","WALL","","","",""
"SAMSUNG Electronics Co.  Ltd","SAMSUNG","INVERTER","99.01.071","AC1/A/S/R","","","","","AR18TXEAAWKN/AR18TXEAAWKX","","","","5.00","6.80","257.35","A++","3.80","4.10","A+","1297.56","","","","65","58","","","","","","","","","","","5.00","1.39","3.60","","","","","","","3.70","","5.30","","2.30","","8.60","","1.60","","11.80","","","6.00","","1.70","","3.53","3.30","","3.30","","2.20","","4.00","","1.60","","5.30","","1.50","","6.30","","-10","2.70","3.80","-11.00","3.80","2.90","","","","","","","","4.80","A++","641.67","3.00","3.00","","40.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R32","5","Wall mounted","","","",""
"SAMSUNG Electronics Co.  Ltd","SAMSUNG","INVERTER","99.01.071","AC1/A/S/R","","","","","AR18TXFCAWKN/AR18TXFCAWKX","","","","5.00","6.80","257.35","A++","3.80","3.80","A","1400.00","","","","65","58","","","","","","","","","","","5.00","1.39","3.60","","","","","","","3.70","","5.30","","2.40","","8.50","","1.60","","11.90","","","6.00","","1.70","","3.53","3.40","","2.70","","2.10","","3.80","","1.30","","5.10","","1.60","","6.70","","-10","2.70","3.80","-11.00","3.80","2.60","","","","","","","","4.80","A++","612.50","3.00","3.00","","40.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R32","5","Wall mounted","","","",""
"SAMSUNG Electronics Co.  Ltd","SAMSUNG","INVERTER","99.01.071","AC1/A/S/R","","","","","AR18TXFYAWKN/AR18TXFYAWKX","","","","5.00","6.80","257.35","A++","3.80","3.80","A","1400.00","","","","65","58","","","","","","","","","","","5.00","1.39","3.60","","","","","","","3.70","","5.30","","2.40","","8.50","","1.60","","11.90","","","6.00","","1.70","","3.53","3.40","","2.70","","2.10","","3.80","","1.30","","5.10","","1.60","","6.70","","-10","2.70","3.80","-11.00","3.80","2.60","","","","","","","","4.80","A++","612.50","3.00","3.00","","40.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R32","5","Wall mounted","","","",""
